008B5A5C0C3E76BFBF97278658FB6309.wav,32000.000000,16,52283,conspecific
02C9045D67B3C7E7F15652DAA9D14141.wav,32000.000000,16,64000,songrip
03E10DEDAE67801C0F3CB518A1274FDE.wav,32000.000000,16,75414,conspecific
058767E725C83836F405A97FD7D1E751.wav,32000.000000,16,62144,conspecific
063391FCCBEDF3C9674919F1C16DE352.wav,32000.000000,16,64000,flatrip
07E250DFF0DEF4C41369A5506E2A1C85.wav,32000.000000,16,55072,conspecific
093D97D20D26D7291860D347E7509816.wav,32000.000000,16,64352,unknown
0A07B255BF830083B6726388CA8510BA.wav,32000.000000,16,73557,conspecific
0CDB2320A34B5491F127BE7B542F2F9B.wav,32000.000000,16,64083,conspecific
0CE3F97518B992FDCA431CEB28645617.wav,32000.000000,16,47049,conspecific
12A537F4DAE82015A7D4270E4D896E7A.wav,32000.000000,16,64000,songrip
131B80D597E851ED16FDAAEBEF7C5176.wav,32000.000000,16,64000,unknown
1383E39141408603333A806AF75B4132.wav,32000.000000,16,64000,songrip
1470489635DD93410408CE9F8FB2F7D9.wav,32000.000000,16,69890,conspecific
17456A9C4456E9FEE94F53E6FE605317.wav,32000.000000,16,60575,conspecific
17BDF713ACA5C8A936614C780EFC8CDB.wav,32000.000000,16,64000,songrip
1A157D939F7B0236797667620CF245AA.wav,32000.000000,16,64321,conspecific
1A556365C919DC0B02CF08D2D5CE4F7B.wav,32000.000000,16,64000,flatrip
1C68BE43A27021BA9E57A6902AD9C692.wav,32000.000000,16,64000,unknown
1FB89086195C9F44D1E71D036AA8FF3B.wav,32000.000000,16,64000,songrip
2034C6019DEE53CC692ADDFE486F26B7.wav,32000.000000,16,64000,unknown
257C1953AE6CF41DB31F48A4BF1F7CCF.wav,32000.000000,16,62323,bengalese
2721C93B0ABC618B91603E93C857D20C.wav,32000.000000,16,64000,songrip
3025AB70D44D439325A2FDA2713A2615.wav,32000.000000,16,64000,songrip
3075D1647262E2E8337F782911632C74.wav,32000.000000,16,41055,bengalese
3556E40BA4B221F95F7A074B72121A62.wav,32000.000000,16,67755,conspecific
35C39D8F96984BF34F600A28E6289E32.wav,32000.000000,16,62865,bengalese
3657359A53B9ED9A6D7D19865160D6D7.wav,32000.000000,16,64000,flatrip
36BD0BA2EAEA5C6352670068B560AE33.wav,32000.000000,16,78935,bengalese
377108C6ADFB16B3B1E67D7A730A6E8F.wav,32000.000000,16,64000,songrip
384CE6039BCA2152EE7BA7DEFC4913D4.wav,32000.000000,16,64352,unknown
385745048146C0A71B3B2A6A84B03BF4.wav,32000.000000,16,57266,conspecific
3860E04C04E66ECAC4C8F32AB7429445.wav,32000.000000,16,61080,conspecific
3BA1C42A6AE1E749C9E5E6E2BFC53EE8.wav,32000.000000,16,64000,flatrip
3FFBE3B1490DE23C60F195696138C5B2.wav,32000.000000,16,64000,flatrip
40099BFD657ADBB4BDE2AA209A2FD8E6.wav,32000.000000,16,78749,conspecific
40F3FB128B622049FB74EFD8134F4BE9.wav,32000.000000,16,64000,flatrip
410DBC86F06EFCCA51E2E3B01377EDBC.wav,32000.000000,16,61189,bengalese
42FED9F3EF45A238202B050B06F91652.wav,32000.000000,16,52761,conspecific
44AEA9ADD8BD56844CFAD993C208A0FA.wav,32000.000000,16,64352,unknown
44F666E0488DC3E60A0E5562B30E6039.wav,32000.000000,16,64000,songrip
46EA2537279FF3A9C9A21316A2917094.wav,32000.000000,16,74447,bengalese
4869CBB56A7E5B98688C06F19B596447.wav,32000.000000,16,64000,flatrip
4922458336F516A1D0E31DA099896C0A.wav,32000.000000,16,66160,conspecific
49607D5A2DED4E11CBA6666359F4F7C5.wav,32000.000000,16,64000,unknown
4A65B753680068B4FDA79572295F993B.wav,32000.000000,16,64000,songrip
4B00D68907074C61923E933A033512A9.wav,32000.000000,16,93396,bengalese
4CEBAEC1A7BC0049A2FDAD1DF0CC2792.wav,32000.000000,16,6400,unknown
4F12348FB3652BC4B78A63E23C0E5361.wav,32000.000000,16,64000,flatrip
54515066DA9C08B25E1C8DE7BED455FB.wav,32000.000000,16,64000,flatrip
550D5E9B6A6729293ED6661E41263EDC.wav,32000.000000,16,66851,conspecific
58C2739108AE5794D25F64CDDAF0F813.wav,32000.000000,16,64000,songrip
5922826172EDB68704F79D2FE3DD1BB8.wav,32000.000000,16,64000,flatrip
5994186A5C4AEDF7F0303664390D5F56.wav,32000.000000,16,46958,bengalese
5AD1CD7EF60CEFD186531C25C2EA92FA.wav,32000.000000,16,46727,conspecific
5C77728562563CBAD315F88BE33D6974.wav,32000.000000,16,64000,songrip
5D25AB2ADA54F6D3D8F27DCC5578A42A.wav,32000.000000,16,64000,songrip
60CCCF4448DD26D3C8B89B2B1CA9DA15.wav,32000.000000,16,64000,flatrip
6291D00257F5DEE3D645C5E1110D089E.wav,32000.000000,16,64000,flatrip
62B9D347BB787094E2D844D3AAFC808C.wav,32000.000000,16,55739,conspecific
62F3870218CF24F74169C1E22E69FACE.wav,32000.000000,16,53001,conspecific
6563450735558B0F8B237CEC0EA74201.wav,32000.000000,16,64000,flatrip
6591A5D34730169AF15772B8DB2DDB71.wav,32000.000000,16,68016,conspecific
69804ADFD2FEA0B1A7A7D038512A8883.wav,32000.000000,16,64000,songrip
6C0BE150E10B8BE95E88B21C2B2864D4.wav,32000.000000,16,64000,songrip
7189E614965D4D2A56F551F652EEDA41.wav,32000.000000,16,81225,conspecific
723792DF8CA8D0B99B8059503E5006BA.wav,32000.000000,16,61842,conspecific
740AB2433C650249B8F60AF008872373.wav,32000.000000,16,64000,songrip
76796925181666F36C20A47F69DA9C13.wav,32000.000000,16,76099,conspecific
76CB59F035B524716EB23F597C0DEFAC.wav,32000.000000,16,64000,songrip
76DCADFB4EBB0EEAB83FB34BF9C66287.wav,32000.000000,16,64000,flatrip
7ADA8D187793063A4E5DC447755047D9.wav,32000.000000,16,66645,conspecific
7C8699037F021D7D2133EAC8C014C9FB.wav,32000.000000,16,64000,unknown
7CF03C482ED0CDF1FAA0D52363E899CF.wav,32000.000000,16,64000,unknown
7D3C201F70FCE14119AFB15C55497603.wav,32000.000000,16,80032,conspecific
814F71BF4D5A3BCA2D2FBFDEE534C404.wav,32000.000000,16,64000,flatrip
81CDD9DA5861FFF479A56B73002F2F67.wav,32000.000000,16,64000,songrip
8511094642EC32768276C5A49C86DE69.wav,32000.000000,16,64000,unknown
85FCBF901722720C89AEB50470310504.wav,32000.000000,16,58502,bengalese
9315FDE0647E83B7B039756FCFE361DE.wav,32000.000000,16,48904,conspecific
93ABB524977CC4A88726AA4D3A0121F4.wav,32000.000000,16,69383,conspecific
94E3C65E63AB16B7158AAA1D247AED0E.wav,32000.000000,16,64000,songrip
9765C42EF9CA0D35F2968ED21190168B.wav,32000.000000,16,64000,songrip
98201FB5EC3043C63227ADB085724600.wav,32000.000000,16,78227,conspecific
98624E780AD25EE28D89617D405C3645.wav,32000.000000,16,54736,conspecific
98A9EA148CEFF0404365011E9F7F85A8.wav,32000.000000,16,64000,songrip
98C46A813E9AF4A1D432C6DA97414B46.wav,32000.000000,16,64352,unknown
990B8F96AAF84495630155A97F5D7FF7.wav,32000.000000,16,72093,conspecific
9B6E45B0D09E578545E4DFED84F5DC04.wav,32000.000000,16,73665,conspecific
9C70ED65D65F5C49A4CA8F2264FAAB8D.wav,32000.000000,16,60745,conspecific
9E6F33894372F03408F340DDD51ED1DF.wav,32000.000000,16,64000,flatrip
9FF6E685F19FFF6EF2E27274B2566F84.wav,32000.000000,16,57344,conspecific
A0E96B9F806002D919A73CD3DD645C3B.wav,32000.000000,16,64000,songrip
A10F5407D5D86F179E9305D1453632F7.wav,32000.000000,16,72094,conspecific
A14910EFA3AB4BF4C17F077F4CB11710.wav,32000.000000,16,68756,conspecific
A2A2CB3E4EA38F0CD7382297D9FBEE28.wav,32000.000000,16,64352,unknown
A6B224976056B21305BF63CDFA322ED0.wav,32000.000000,16,75649,bengalese
A94CF0BDD7B744C3B7F3CBBD10C2F65A.wav,32000.000000,16,64352,unknown
A972CD10BAE3A93D8BC9FD9B0A661153.wav,32000.000000,16,64000,flatrip
AC91989B6BCF89126218E09C9F6775C5.wav,32000.000000,16,61577,conspecific
AD14B37B81646C89409FBD85CF18B650.wav,32000.000000,16,48492,conspecific
AEFFC69538F7CC7D6A21DF0B4A92AD37.wav,32000.000000,16,64352,unknown
B0084F48F613814875A89555FACA70F5.wav,32000.000000,16,98847,bengalese
B32C75DDC8B59C984472F5CCCCE8ED14.wav,32000.000000,16,64352,unknown
B39778B7EB6EC0F07D4736D0DF707894.wav,32000.000000,16,39599,bengalese
B4F79BCAE99B6723221515C1EE8351B0.wav,32000.000000,16,52526,bengalese
B775C95A9E64A42DF1C9D1ED84950E31.wav,32000.000000,16,37368,conspecific
B84F838B8B717EFB8D502627BECCFA62.wav,32000.000000,16,33312,bengalese
B8F7EDFFFF84B27AB56ACB5945DA429E.wav,32000.000000,16,53318,conspecific
BB1DA22654BE1F324E30035926A8FC9D.wav,32000.000000,16,68552,conspecific
BD28F01178C5E9DBA77447751F3A8237.wav,32000.000000,16,53362,conspecific
C0332A70C51120541176F529A5352E70.wav,32000.000000,16,64000,unknown
C220747BA5622568C5EC5A9B22D739B2.wav,32000.000000,16,64000,flatrip
C6454841DE27D1D8D3A22C5275EC8213.wav,32000.000000,16,60558,conspecific
C7AAC3F6282679BC6EF3E6BA4777E2B5.wav,32000.000000,16,64000,flatrip
C8287459260FA4B183AEC64022E60697.wav,32000.000000,16,64000,unknown
CB3F8C1BDBEB75DAFF8D61406CC11E6C.wav,32000.000000,16,52014,conspecific
CD7354933AD4C91D5AE90207DA216EF3.wav,32000.000000,16,45971,bengalese
CEDD551FCE87743F934FA58595F6505E.wav,32000.000000,16,65221,conspecific
D094E071F4D77EB248953B23B0F7C427.wav,32000.000000,16,64000,songrip
D0E3EA031B59AED8C07BEC14DB754D00.wav,32000.000000,16,87706,bengalese
D1BDE04FED862B49F6129249CE977E4C.wav,32000.000000,16,64000,songrip
D54ABC42488F995C789F351A34316039.wav,32000.000000,16,55105,conspecific
D6E2826E7D682FFFD6DBB8E80B87DB22.wav,32000.000000,16,76254,conspecific
D770FEF9E30C6EF464897E94F103BD0C.wav,32000.000000,16,81714,conspecific
D98C1699079CB18045049E0C30B259AA.wav,32000.000000,16,79908,bengalese
DB500570216F0412EE8D9F7D64F38232.wav,32000.000000,16,72900,conspecific
DB8C8C9DC75CC535CD5FF03E9CBBE0FF.wav,32000.000000,16,50231,conspecific
DEB5A1D698864531775798C877E677C7.wav,32000.000000,16,47341,conspecific
E17846FAB59CD0EFF046136382A595AD.wav,32000.000000,16,63485,conspecific
E1A29FEA08CC210C37D021D505E4BBA3.wav,32000.000000,16,82819,bengalese
E1CAC8915766639853C6EB8A14A5B2FC.wav,32000.000000,16,64352,unknown
E209D21ABA87E329E329B08EA3E2AC8B.wav,32000.000000,16,70209,bengalese
E4245E7439B70EDD445C6338A936B1E6.wav,32000.000000,16,59941,conspecific
E5CC7B641AC42ED713CCE6FC484749CB.wav,32000.000000,16,60400,bengalese
E8B242D5888D89E139C2B1C0A127A3B6.wav,32000.000000,16,80835,conspecific
EF7B309B6AECAEF28823B5D7602004B9.wav,32000.000000,16,76026,conspecific
EFC5EFC47725FB4B4DDE82D31F39B6C5.wav,32000.000000,16,64000,unknown
F06FE7508DA4711D656E6420255D2157.wav,32000.000000,16,64352,unknown
F0CF053F4013045093E384AB87C1B755.wav,32000.000000,16,67302,conspecific
F32A8C0B6531310878D14C4411489D05.wav,32000.000000,16,73252,conspecific
F479E993BBE3F56A24A99C09F97C7DF2.wav,32000.000000,16,64000,songrip
F9698B0C2CA2A2BDF417E8F4891EE5F0.wav,32000.000000,16,60268,conspecific
F9E207FC1ABE8F9F25F35812EBF23D70.wav,32000.000000,16,69187,conspecific
FDD2F383A22BCFA000DEBD48FAC0ADF0.wav,32000.000000,16,64000,flatrip
